start,position,start_position,end_position,displacement,direction,reversal,clean,first_pair_crossing,strict_first_pair_transition,purposeful_first_pair_transition,maximum_backtracking_m,net_path_efficiency,ramp_clean
150,0.316452228096768,0.4057264614107307,0.24438988418902582,-0.16133657722170489,-1,True,False,False,False,False,0.0008024903130697258,0.9811359498478228,False
155,0.3083140572010979,0.3911289523573033,0.23388046379727478,-0.1572484885600285,-1,True,False,False,False,False,0.0008024903130697258,0.980655016355017,False
160,0.3004342236669392,0.3788725923861009,0.2253893555698486,-0.15348323681625228,-1,True,False,False,False,False,0.0008024903130697258,0.9801898464225313,False
165,0.2927207349709302,0.3647708305882374,0.21387751619428094,-0.15089331439395645,-1,True,False,False,False,False,0.0008024903130697258,0.9798566754506817,False
170,0.2851403943043541,0.3530919917094815,0.20504293759028866,-0.14804905411919286,-1,True,False,False,False,False,0.0008024903130697258,0.979477631673465,False
175,0.27774237591821305,0.3397869443089164,0.1976417504521507,-0.14214519385676572,-1,True,False,False,False,False,0.0008024903130697258,0.9786434591796018,False
180,0.27088090897896416,0.3265699920476736,0.19610037974610384,-0.13046961230156978,-1,True,False,False,False,False,0.0008024903130697258,0.9767766697288309,False
185,0.26449921780945945,0.31850895601681667,0.1948760695722504,-0.12363288644456627,-1,True,False,False,False,False,0.0008024903130697258,0.9751436633678082,False
190,0.2582976068755376,0.31398319222306464,0.19165590870414184,-0.1223272835189228,-1,True,False,False,False,False,0.0008024903130697258,0.9748850337201278,False
195,0.2520919015110739,0.31314830537286287,0.18794712265694835,-0.12520118271591452,-1,True,False,False,False,False,0.0008024903130697258,0.9785070317576271,False
200,0.24569406420799247,0.3106853750650849,0.18131632207008053,-0.1293690529950044,-1,True,False,False,False,False,0.0008024903130697258,0.9791850556033982,False
205,0.23901170022293694,0.3107048888715951,0.17423218072850039,-0.1364727081430947,-1,True,False,False,False,False,0.000547827803517642,0.9916793367845607,False
210,0.23202522841118114,0.30517970518854776,0.1665582605319617,-0.13862144465658605,-1,True,False,False,False,False,0.000547827803517642,0.9918072566426084,False
215,0.2252689967990715,0.2963409148252628,0.16835772919396824,-0.12798318563129457,-1,True,False,False,False,False,0.002236470142308017,0.9579493926667144,False
220,0.21919533983157483,0.29037573336336625,0.17465166940787505,-0.1157240639554912,-1,True,False,False,False,False,0.008530410356214824,0.8640640789467674,False
225,0.21370424478552263,0.2840029268177517,0.18123597718959653,-0.10276694962815516,-1,True,False,False,False,False,0.0151147181379363,0.7661087918018331,False
230,0.20898233042933603,0.2829015370526404,0.19251766313162805,-0.09038387392101233,-1,True,False,False,False,False,0.026396404079967822,0.6310572960688661,False
235,0.20479823198997127,0.28007228523635597,0.20156777274604457,-0.0785045124903114,-1,True,False,False,False,False,0.03544651369438434,0.5253001792196311,False
240,0.20117103004595854,0.27174734636821046,0.20691169338127877,-0.0648356529869317,-1,True,False,False,False,False,0.04079043432961854,0.44266710889637123,False
245,0.1983581271461268,0.2565446058991644,0.211340420345565,-0.045204185553599396,-1,True,False,False,False,False,0.04521916129390477,0.33313836454983753,False
250,0.19655944154005264,0.2420809482708,0.21468837417859987,-0.02739257409220014,-1,True,False,False,False,False,0.04856711512693965,0.2198860593687279,False
255,0.1955290896104587,0.23186456980864156,0.21919390585501525,-0.012670663953626315,-1,True,False,False,False,False,0.05307264680335502,0.10659676252301024,False
260,0.19530657555024933,0.22318926418605453,0.22748902908285953,0.004299764896805003,1,True,False,False,False,False,0.057068005134394306,0.036289471025731795,False
265,0.19596975661411645,0.21165007118799006,0.23491407385032967,0.023264002662339606,1,True,False,False,False,False,0.04552881213632984,0.2034081542782666,False
270,0.1975332663040378,0.20353309488786042,0.24235812745110863,0.03882503256324821,1,True,False,False,False,False,0.0374118358362002,0.34147471060832735,False
275,0.19992633292430903,0.19747158875755297,0.25306145075634434,0.05558986199879137,1,True,False,False,False,False,0.03135032970589274,0.4697472671444327,False
280,0.2032448477374334,0.19593133977821228,0.27014045132414655,0.07420911154593426,1,True,False,False,False,False,0.029834788519696065,0.5543011537499745,False
285,0.2074836575934574,0.1943220669268076,0.28634120917440375,0.09201914224759616,1,True,False,False,False,False,0.028200807875147366,0.6199883593660382,False
290,0.21242521184192342,0.19091370756393744,0.29564136828660204,0.1047276607226646,1,True,False,False,False,False,0.024792448512277215,0.6786723144952426,False
295,0.21785531406187747,0.18666943673779499,0.2990237269034878,0.11235429016569279,1,True,False,False,False,False,0.02054817768613476,0.7321851906915905,False
300,0.2237423700818641,0.17957369036918536,0.30445370152663226,0.1248800111574469,1,True,False,False,False,False,0.013452431317525132,0.8227434528643859,False
305,0.23028874317466358,0.1728273773426188,0.3104166568386259,0.1375892794960071,1,True,False,False,False,False,0.006706118290958574,0.9111781329671753,False
310,0.23754123145146477,0.16612125905166022,0.31683748387487215,0.15071622482321193,1,False,True,False,False,False,0.0,0.999999999993365,False
315,0.2449577926660086,0.16975369879889085,0.3127163025467142,0.14296260374782332,1,True,False,False,False,False,0.004371647537977363,0.9423668087748299,False
320,0.25183764225949423,0.17553823215086028,0.30888132539430924,0.13334309324344895,1,True,False,False,False,False,0.008206624690382303,0.8904003056295179,False
325,0.2583862349125427,0.1837904814646677,0.3083281905869248,0.12453770912225709,1,True,False,False,False,False,0.00875975949776675,0.8694527952919471,False
330,0.26421919159489105,0.19391994823832934,0.3036546115174771,0.10973466327914774,1,True,False,False,False,False,0.013433338567214459,0.7964426610687741,False
335,0.2693660600375095,0.20306711537341432,0.29839737025524443,0.09533025488183011,1,True,False,False,False,False,0.018690579829447107,0.7119986017753513,False
340,0.2738014153030474,0.20843294982353805,0.2894737492662683,0.08104079944273024,1,True,False,False,False,False,0.02761420081842325,0.5896069365368062,False
345,0.2774763808850101,0.21286347382245688,0.2798234623187324,0.06695998849627552,1,True,False,False,False,False,0.03726448776595914,0.46933928828188715,False
350,0.2805205833734547,0.21531031582492022,0.271759558533872,0.0564492427089518,1,True,False,False,False,False,0.045328391550819525,0.3806789845857412,False
355,0.28312537323970516,0.22078128505776246,0.2690439381889358,0.04826265313117334,1,True,False,False,False,False,0.04869305248728961,0.3287010452757745,False
360,0.2854907632929277,0.22888415633618345,0.27332027234628375,0.04443611601010031,1,True,False,False,False,False,0.04869305248728961,0.310737991733269,False
365,0.2876644719598518,0.23625381084258426,0.27517435737394724,0.03892054653136298,1,True,False,False,False,False,0.04869305248728961,0.2798601991826845,False
370,0.2892674171732159,0.24400834738090446,0.2700516088594682,0.026043261478563756,1,True,False,False,False,False,0.04869305248728961,0.19087758507711702,False
375,0.29026748176636763,0.25604188433179914,0.26678484833958793,0.010742964007788791,1,True,False,False,False,False,0.05030310174510361,0.08414448473715849,False
380,0.29037716217676135,0.27345630451391284,0.26449200076200047,-0.008964303751912372,-1,True,False,False,False,False,0.0436316455707787,0.07964641551582595,False
385,0.28970800658761364,0.2882799533604354,0.26913502523575955,-0.01914492812467583,-1,True,False,False,False,False,0.028807996724256157,0.18701583298714108,False
390,0.2887473341654356,0.2971003894632079,0.27445191667829333,-0.022648472784914553,-1,True,False,False,False,False,0.019987560621483658,0.2290800152733147,False
395,0.28776296393961553,0.29982244989914764,0.2814175997570294,-0.018404850142118234,-1,True,False,False,False,False,0.017265500185543903,0.1784960165322218,False
400,0.2869316434760222,0.3055793157097732,0.28674725459177935,-0.018832061117993848,-1,True,False,False,False,False,0.022255253829778887,0.18339910672247128,False
405,0.2858617074927023,0.31186868916534705,0.286371993879603,-0.025496695285744053,-1,True,False,False,False,False,0.022358906878409412,0.2602710348381409,False
410,0.28424938079051343,0.31708795008469154,0.2803779082051128,-0.036710041879578714,-1,True,False,False,False,False,0.022358906878409412,0.3717965150540559,False
415,0.28233517028324673,0.3113961741201747,0.2741143449121091,-0.03728182920806555,-1,True,False,False,False,False,0.022358906878409412,0.37541350706474824,False
420,0.2804173253792428,0.3091592034055992,0.27000850889780065,-0.03915069450779857,-1,True,False,False,False,False,0.022358906878409412,0.38908754336969026,False
425,0.278433740114272,0.30712826303273233,0.26894830569466815,-0.038179957338064174,-1,True,False,False,False,False,0.022358906878409412,0.3846993367713691,False
430,0.2767007481292206,0.30297221340012026,0.27212963562008397,-0.030842577780036295,-1,True,False,False,False,False,0.022358906878409412,0.3138506666703542,False
435,0.27545357664284437,0.2971277276162455,0.27786791502040936,-0.019259812595836145,-1,True,False,False,False,False,0.022358906878409412,0.19619776646178197,False
440,0.27473517789403545,0.2873193243577733,0.27989370386738727,-0.007425620490386031,-1,True,False,False,False,False,0.022358906878409412,0.08191689912710229,False
445,0.2744148466451212,0.2783572262876882,0.27419326994679905,-0.0041639563408891744,-1,True,False,False,False,False,0.022358906878409412,0.04764985473285716,False
450,0.274154919181754,0.270676699934832,0.26646873693692247,-0.004207962997909542,-1,True,False,False,False,False,0.022358906878409412,0.048129203698882385,False
455,0.27387421554311686,0.26971424082860745,0.2627644682421601,-0.006949772586447356,-1,True,False,False,False,False,0.022358906878409412,0.07918073878639581,False
460,0.27340258936111445,0.27422700254145416,0.26047076573194206,-0.013756236809512101,-1,True,False,False,False,False,0.022358906878409412,0.16048394859136228,False
465,0.27242877773475516,0.2739427884641283,0.2527235062682357,-0.021219282195892586,-1,True,False,False,False,False,0.022358906878409412,0.23655709728797739,False
470,0.2713094359234214,0.2694029740525569,0.2468921207437906,-0.022510853308766315,-1,True,False,False,False,False,0.022358906878409412,0.2473936585462799,False
475,0.27003801740938166,0.26635318639565597,0.23945681049958617,-0.026896375896069802,-1,True,False,False,False,False,0.022358906878409412,0.2819989899405186,False
480,0.2684714868004209,0.2649579343385108,0.23123714523577016,-0.03372078910274062,-1,True,False,False,False,False,0.0218929733018991,0.33297870464556817,False
485,0.2663942645600705,0.270463251898869,0.21983002865647,-0.050633223242398995,-1,True,False,False,False,False,0.016387655741540885,0.4724486579163157,False
490,0.2633968603920904,0.27544475819825565,0.20772609820189103,-0.06771865999636462,-1,True,False,False,False,False,0.011406149442154234,0.5924936066041423,False
495,0.25956133800005615,0.2828651293269603,0.19778299043278355,-0.08508213889417673,-1,True,False,False,False,False,0.01107816171636744,0.7283365444358356,False
500,0.25478184953737154,0.2862545519524748,0.18453910835484186,-0.10171544359763293,-1,True,False,False,False,False,0.01107816171636744,0.8092814279346441,False
505,0.24924044735514772,0.2847120577212675,0.17011276103073555,-0.11459929669053195,-1,True,False,False,False,False,0.01107816171636744,0.8341940601888844,False
510,0.2432279959807215,0.2796648375832139,0.1568438252116109,-0.12282101237160303,-1,True,False,False,False,False,0.01107816171636744,0.8435568270773119,False
515,0.2367854611757607,0.2730422704140173,0.14166321926897912,-0.13137905114503817,-1,True,False,False,False,False,0.01107816171636744,0.8522417819561405,False
520,0.22974400118509294,0.2701180332871111,0.12324147062667203,-0.14687656266043908,-1,True,False,False,False,False,0.01107816171636744,0.86685836170775,False
525,0.2219560228190497,0.2693445987425402,0.1072590639005313,-0.16208553484200888,-1,True,False,False,False,False,0.010681868668495409,0.8816094078315112,False
530,0.2133190855784473,0.2736808923791725,0.09152382890029957,-0.1821570634788729,-1,True,False,False,False,False,0.0063455750318631154,0.9329388482533333,False
535,0.20359979194354907,0.27821583622432067,0.07574026001556919,-0.20247557620875148,-1,True,False,False,False,False,0.0018106311867149283,0.9805139593309887,False
540,0.19289943273565174,0.2794476416491337,0.05788421306496999,-0.22156342858416372,-1,True,False,False,False,False,0.00020129698317911116,0.9981862360611307,False
545,0.18143056799458673,0.2727251577033966,0.0414607587837775,-0.2312643989196191,-1,True,False,False,False,False,0.00020129698317911116,0.9982621867606549,False
550,0.16959852694296335,0.26523994319905136,0.027000488223102772,-0.2382394549759486,-1,True,False,False,False,False,0.00020129698317911116,0.998312979757168,False
555,0.1573725116296942,0.26284710459639443,0.014737095033624224,-0.2481100095627702,-1,False,True,False,False,False,0.0,0.9999999999959696,False
560,0.1447118357987067,0.2588858820832379,0.005118461424845019,-0.25376742065839286,-1,False,True,False,False,False,0.0,0.9999999999960595,False
565,0.13205887422605184,0.2513958576509638,0.0049458454908523465,-0.24645001216011145,-1,True,False,False,False,False,0.0038466512246764085,0.969728487793808,False
570,0.1200006527119928,0.2458880858731752,0.009002461650437357,-0.23688562422273785,-1,True,False,False,False,False,0.007903267384261418,0.9374474663853465,False
575,0.10823748602588287,0.23774155949262266,0.006140417464052578,-0.23160114202857007,-1,True,False,False,False,False,0.007903267384261418,0.9361113811257262,False
580,0.09681019075698095,0.23010019112278476,0.006553889114005715,-0.22354630200877906,-1,True,False,False,False,False,0.007903267384261418,0.9210506517317306,False
585,0.08602992510183455,0.2171200316752722,0.012506384486478282,-0.2046136471887939,-1,True,False,False,False,False,0.011407190220302343,0.8681831792971695,False
590,0.07622754741876477,0.20586905369485625,0.019947768362566096,-0.18592128533229016,-1,True,False,False,False,False,0.01884857409639016,0.8018318125578838,False
595,0.0673822843189123,0.19519142992566185,0.027707332567863424,-0.16748409735779843,-1,True,False,False,False,False,0.026608138301687487,0.7315229636988598,False
600,0.05927829427795369,0.181414028239946,0.025868687827112442,-0.15554534041283358,-1,True,False,False,False,False,0.0276287543814952,0.7100740659773399,False
605,0.05160870158408546,0.16711119075425968,0.019702823891358585,-0.1474083668629011,-1,True,False,False,False,False,0.0276287543814952,0.6988890636406797,False
610,0.04429297635723635,0.1542167821251747,0.012581091287411788,-0.14163569083776292,-1,True,False,False,False,False,0.0276287543814952,0.690415973251932,False
615,0.037333464288166016,0.13815476498906945,0.006287459180587797,-0.13186730580848166,-1,True,False,False,False,False,0.0276287543814952,0.6749375132923974,False
620,0.030941709264034927,0.12012124665539614,0.0038858417648763325,-0.11623540489051981,-1,True,False,False,False,False,0.0276287543814952,0.6225236043285822,False
625,0.025683120848705627,0.10418339962025727,0.010659535373238393,-0.09352386424701888,-1,True,False,False,False,False,0.0276287543814952,0.5267397817381134,False
630,0.021410779820994187,0.08739119120482006,0.013928761882976422,-0.07346242932184363,-1,True,False,False,False,False,0.0276287543814952,0.44786155518396664,False
635,0.01808008764449531,0.07236852747507835,0.015873870892088596,-0.05649465658298976,-1,True,False,False,False,False,0.0276287543814952,0.37425633278164283,False
640,0.015730013858874025,0.05449685446797626,0.01999977690858567,-0.03449707755939059,-1,True,False,False,False,False,0.0276287543814952,0.251425421058963,False
645,0.014360253751071387,0.0386744792352717,0.020025061244626035,-0.018649417990645668,-1,True,False,False,False,False,0.0276287543814952,0.1514697692165842,False
650,0.013718665370015665,0.023765414860431048,0.02132006722598882,-0.0024453476344422284,-1,True,False,False,False,False,0.0276287543814952,0.022059693162820155,False
655,0.013855985249683855,0.012754678946563843,0.022241932555683006,0.009487253609119162,1,True,False,False,False,False,0.028327759230237167,0.09364714942606449,False
660,0.014747747594274298,0.003438822179115785,0.03003948248338643,0.026600660304270645,1,True,False,False,False,False,0.028327759230237167,0.266565837362603,False
665,0.01648911359344442,0.006678111136426884,0.04360971444712963,0.03693160331070275,1,True,False,False,False,False,0.028327759230237167,0.35025549678878254,False
670,0.018683169572137816,0.008323478431295677,0.05634278278168919,0.04801930435039351,1,True,False,False,False,False,0.028327759230237167,0.41693691860037124,False
675,0.021602905319246156,0.00543498134801554,0.07356677842332869,0.06813179707531315,1,True,False,False,False,False,0.028327759230237167,0.5260853055021134,False
680,0.025608171240639167,0.007193484967518302,0.09344980258307911,0.08625631761556081,1,True,False,False,False,False,0.028327759230237167,0.5887225953477533,False
685,0.0303068968781389,0.013781197660439299,0.11120762450253899,0.09742642684209969,1,True,False,False,False,False,0.028327759230237167,0.617856811225754,False
690,0.03565504944678918,0.021518751205614774,0.13137489190546014,0.10985614069984537,1,True,False,False,False,False,0.028327759230237167,0.6457788236328934,False
695,0.04144929297941982,0.02837747458464347,0.14636413591147296,0.11798666132682949,1,True,False,False,False,False,0.028327759230237167,0.6619364004321908,False
700,0.04774339573220325,0.024484147666867535,0.15931256275383593,0.13482841508696838,1,True,False,False,False,False,0.024083958249433567,0.7225575452675199,False
705,0.05502276995984088,0.01871166661064171,0.17306525642799453,0.1543535898173528,1,True,False,False,False,False,0.01831147719320774,0.7932692185302354,False
710,0.06338252815184353,0.011300336866420997,0.18895761538780653,0.17765727852138555,1,True,False,False,False,False,0.010900147448987027,0.8748999723785279,False
715,0.0727865858992896,0.004841706711506128,0.20186542910661176,0.19702372239510563,1,True,False,False,False,False,0.004441517294072159,0.9404056765682192,False
720,0.08305071757464168,0.0055180160936365,0.212210371471322,0.2066923553776855,1,True,False,False,False,False,0.0012409086258981829,0.9828691525294482,False
725,0.09347374342076492,0.01075660354321712,0.21951225264258906,0.20875564909937194,1,True,False,False,False,False,0.0012409086258981829,0.9830355975905705,False
730,0.10382495540168506,0.014093692306139409,0.21955060279893124,0.20545691049279183,1,True,False,False,False,False,0.0012409086258981829,0.9795942599697869,False
735,0.11399159319853157,0.016477470065979844,0.21756946195999258,0.20109199189401272,1,True,False,False,False,False,0.001981140838938661,0.9597163708180154,False
740,0.12382226355680287,0.019712418704792695,0.2137357247586843,0.1940233060538916,1,True,False,False,False,False,0.005874180864099743,0.9253507954087646,False
745,0.1335889469026971,0.019500668951817332,0.21776845040787926,0.19826778145606194,1,True,False,False,False,False,0.005890543934648718,0.9357416990406411,False
750,0.1437707318854924,0.021574678074452784,0.22926371318162972,0.20768903510717693,1,True,False,False,False,False,0.005890543934648718,0.9397240952949429,False
755,0.15458836154376032,0.023499741844846826,0.2441620109488145,0.2206622691039677,1,True,False,False,False,False,0.005890543934648718,0.945271862000716,False
760,0.16593046199965347,0.03208027213077143,0.2594508538620491,0.22737058173127767,1,True,False,False,False,False,0.005890543934648718,0.9468006534408092,False
765,0.1773595413904102,0.046955901109910686,0.2697606341646441,0.2228047330547334,1,True,False,False,False,False,0.005890543934648718,0.9457695820385045,False
770,0.18845783088148071,0.05881995622132786,0.2759347177240969,0.21711476150276904,1,True,False,False,False,False,0.005890543934648718,0.9444273356513263,False
775,0.1990683971336662,0.07775415497038764,0.27945492130325994,0.20170076633287232,1,True,False,False,False,False,0.005890543934648718,0.940433437813755,False
780,0.20867239756852896,0.09674396929755039,0.2760450439321863,0.17930107463463593,1,True,False,False,False,False,0.005890543934648718,0.9014795097351461,False
785,0.21717172344878868,0.11535313030124611,0.2716948121433805,0.15634168184213437,1,True,False,False,False,False,0.007760109159879458,0.8467492457713232,False
790,0.22434503793934568,0.13486136768138388,0.2637009180712455,0.12883955038986164,1,True,False,False,False,False,0.015754003232014424,0.74420740155493,False
795,0.23001479989152768,0.14854846531435137,0.24713971191578116,0.09859124660142979,1,True,False,False,False,False,0.03231520938747878,0.5601861744205034,False
800,0.23418232705935704,0.16256620410312583,0.22996878291723585,0.06740257881411002,1,True,False,False,False,False,0.04948613838602409,0.3762344375136079,False
805,0.2367142487703589,0.1762143595987002,0.21150715479496654,0.03529279519626635,1,True,False,False,False,False,0.0679477665082934,0.1918462575646726,False
810,0.23771670732994338,0.19179646285401394,0.1972571592331213,0.005460696379107344,1,True,False,False,False,False,0.08219776207013865,0.02990002363036683,False
815,0.23722016006300287,0.20391155189017784,0.1803155456796626,-0.023596006210515247,-1,True,False,False,False,False,0.0755433694130821,0.12587331630423512,False
820,0.23548755135647575,0.21386798069720625,0.1703314201146263,-0.04353656058257996,-1,True,False,False,False,False,0.06579486243897742,0.23221225043573285,False
825,0.23285297749266295,0.21942322573720213,0.1597827557226139,-0.05964047001458822,-1,True,False,False,False,False,0.06579486243897742,0.31014054606732633,False
830,0.22958939733824268,0.2188547010979848,0.15088213817585774,-0.06797256292212706,-1,True,False,False,False,False,0.06579486243897742,0.34006767626799866,False
835,0.22602287108373986,0.2167721288203652,0.14540632597703784,-0.07136580284332736,-1,True,False,False,False,False,0.06579486243897742,0.3514273416265356,False
840,0.22254032803282303,0.21366005886428252,0.14495002505751245,-0.06871003380677007,-1,True,False,False,False,False,0.06579486243897742,0.3422648692729614,False
845,0.21911491524835808,0.21914529201464267,0.14917365504885374,-0.06997163696578892,-1,True,False,False,False,False,0.06030962928861727,0.35075356668758384,False
850,0.21557956629092245,0.23238854098752745,0.15462662628361537,-0.07776191470391208,-1,True,False,False,False,False,0.04706638031573249,0.4056455371704879,False
855,0.21120308272000027,0.2472845278339162,0.14770320669100895,-0.09958132114290724,-1,True,False,False,False,False,0.03217039346934375,0.5420081637435905,False
860,0.2056931485441561,0.2622225383107428,0.1415217298566212,-0.12070080845412162,-1,True,False,False,False,False,0.017232382992517115,0.6898368721989134,False
865,0.19944482622196055,0.2711923188261094,0.14106690710676467,-0.13012541171934472,-1,True,False,False,False,False,0.009731962444771008,0.777931314249849,False
870,0.19270542687033865,0.27668484216486855,0.13727265203964983,-0.13941219012521872,-1,True,False,False,False,False,0.009731962444771008,0.8419992872019044,False
875,0.18554550108491172,0.279436367759241,0.13344083636808846,-0.14599553139115257,-1,True,False,False,False,False,0.009731962444771008,0.8762395887712537,False
880,0.17816485907042195,0.2751312769133911,0.12764432872268908,-0.14748694819070204,-1,True,False,False,False,False,0.009731962444771008,0.8773375674617018,False
885,0.17064627741545427,0.26994327108153443,0.12015267973378907,-0.14979059134774536,-1,True,False,False,False,False,0.009731962444771008,0.8789957373061654,False
890,0.16311617290205357,0.2607880487104431,0.11364317315818355,-0.14714487555225952,-1,True,False,False,False,False,0.009731962444771008,0.8770874594118648,False
895,0.15594832777913384,0.24356352683837837,0.11066153820042642,-0.13290198863795194,-1,True,False,False,False,False,0.009731962444771008,0.8587314638770613,False
900,0.1497484660963037,0.22594600225541087,0.11484464808574049,-0.11110135416967037,-1,True,False,False,False,False,0.009731962444771008,0.7861070926894512,False
905,0.14474438541284512,0.2081933388387573,0.12047434454226058,-0.08771899429649671,-1,True,False,False,False,False,0.010434320800258273,0.6788970218089483,False
910,0.14080947055191972,0.19390645309533122,0.12709092112915524,-0.06681553196617598,-1,True,False,False,False,False,0.01705089738715293,0.5497510814704545,False
915,0.1380406360816436,0.17736069447166483,0.1342243705194266,-0.04313632395223824,-1,True,False,False,False,False,0.024184346777424287,0.3847147260864068,False
920,0.13610447146468022,0.1685187514446076,0.13453328376651152,-0.03398546767809607,-1,True,False,False,False,False,0.02473114805816304,0.3265691014301886,False
925,0.13465477365303,0.15735425649452695,0.13632928113706763,-0.021024975357459313,-1,True,False,False,False,False,0.026289257395065324,0.22201726744800193,False
930,0.13368258872719815,0.14933052166684094,0.1325804041530035,-0.016750117513837426,-1,True,False,False,False,False,0.026289257395065324,0.18523794451669412,False
935,0.13291373051483618,0.1453401325345968,0.13118432703264818,-0.014155805501948615,-1,True,False,False,False,False,0.026289257395065324,0.16117175416351232,False
940,0.13218624147476782,0.14535122011936072,0.13065677738011827,-0.014694442739242447,-1,True,False,False,False,False,0.026289257395065324,0.16768595493022326,False
945,0.13143247666635932,0.1507639881374179,0.13310083592405814,-0.017663152213359762,-1,True,False,False,False,False,0.026289257395065324,0.20863135537947838,False
950,0.13045493104291667,0.15367603825050372,0.13334508000903364,-0.020330958241470076,-1,True,False,False,False,False,0.026289257395065324,0.2513269722401268,False
955,0.1295294791575706,0.14575437433733673,0.1316959693366715,-0.014058405000665242,-1,True,False,False,False,False,0.026289257395065324,0.18660161114567178,False
960,0.12898628224223904,0.1410489312685526,0.13360868097534234,-0.007440250293210271,-1,True,False,False,False,False,0.026289257395065324,0.10200760179053492,False
