pc,right_clean_auc,best_oriented_clean_auc,right_global_auc,pair_energy,pair_fraction_of_place_energy,pair_min_unit_fraction,pair_noise_energy_enrichment,passes_pair_structure
63,0.4087523003312477,0.5912476996687523,0.48667080833015713,0.025893774401645128,0.291077191207573,0.3569919552583416,1.3642639733737558,False
64,0.5231379147168621,0.5231379147168621,0.5133535231064258,0.03169497266970442,0.5329779120598905,0.15000551735886758,1.6175507151480837,False
65,0.4918819192503403,0.5081180807496597,0.5056481900214679,0.024742172676517356,0.34291960049159065,0.0981395927384056,1.2799765506116145,False
66,0.5209987673145569,0.5209987673145569,0.5020604650638243,0.028962297705688363,0.37149224117640445,0.07039444265064394,1.5077365243274385,False
67,0.4496169327748275,0.5503830672251725,0.5079759486069781,0.028588782702700252,0.3907748513736719,0.13201640438289705,1.4805796173348773,False
68,0.4703689293162977,0.5296310706837023,0.49547677651673805,0.029875478205683155,0.3068047959113617,0.07606251400342451,1.5887271284246842,False
69,0.47704178862073593,0.5229582113792641,0.4851071569600982,0.023530627437213597,0.36635068189822856,0.08201520495990766,1.2069951630809284,False
70,0.39078184972921814,0.6092181502707819,0.4826323736311221,0.06778212561088698,0.5657623671565464,0.1383439256098775,3.696394930127119,True
71,0.44731116836379997,0.5526888316362,0.466667350366342,0.020239484578940502,0.3803608367632975,0.17168300750153417,1.0260950862358422,False
72,0.4618315018315019,0.5381684981684981,0.4780012780889606,0.025176757211972586,0.34942435848078984,0.12873710877171918,1.3023191713485645,False
73,0.43184067394593717,0.5681593260540628,0.49531123179802683,0.014607619779749077,0.20864788931882652,0.25985653950611615,0.7539504765083519,False
74,0.47971245129139867,0.5202875487086014,0.5108908714687121,0.03170798719579902,0.3042029077326885,0.06032072547381345,1.699084043279777,False
75,0.4559535201640465,0.5440464798359534,0.5018721023551322,0.04653234790042529,0.45178697207209917,0.05484061450323373,2.4900147975036644,False
76,0.46645459803354544,0.5335454019664545,0.5189918855259407,0.023000714731135102,0.308532945501194,0.106277232220414,1.1929684988051086,False
77,0.49881089670563356,0.5011891032943665,0.4957662317225496,0.024518609695620863,0.2810634212273876,0.08328701494854686,1.2893718084373353,False
78,0.5787472176945861,0.5787472176945861,0.526094643466204,0.02528279643007733,0.48495838864097507,0.22056990000788548,1.280322497848117,False
79,0.4559780570306886,0.5440219429693114,0.4824605020338401,0.02766619515241503,0.4287201956872688,0.3752721141731486,1.419586180476132,False
80,0.48853450642924323,0.5114654935707568,0.5024136884624048,0.019243705301652807,0.2649020515075538,0.16154973590613125,0.9960559468214145,False
81,0.4235428898586794,0.5764571101413206,0.46818193313835027,0.014800666168686558,0.20679397325855858,0.11739777755278505,0.7651988149683194,False
82,0.47316064052906154,0.5268393594709384,0.47745590647182373,0.031158897824220544,0.5823833249451317,0.17396618235695965,1.5801699597044692,False
83,0.5182457308773099,0.5182457308773099,0.5107887656324314,0.03056329656592901,0.5574039530436842,0.15998298984626516,1.5521446598559943,False
84,0.5697003581214107,0.5697003581214107,0.5225806098835554,0.026662086118678183,0.42745513031767934,0.17566161850798775,1.3649153640391463,False
85,0.533454849244323,0.533454849244323,0.5041771390445474,0.01604142198915075,0.3362252954895814,0.10448736972891336,0.8085651719172714,False
86,0.5637571784940205,0.5637571784940205,0.5072183417777277,0.025917392381878568,0.3532615814315821,0.13453799270460848,1.342530973918477,False
87,0.5330364372469636,0.5330364372469636,0.5145155315030667,0.021971913643174468,0.5206745385378998,0.09128746665416192,1.1011178615106219,False
88,0.5586422933791355,0.5586422933791355,0.520853304795627,0.022599748461335608,0.43384727045705235,0.12027319077269748,1.1444014993658487,False
89,0.4706716675137729,0.5293283324862271,0.5039555544440985,0.02099459406489233,0.466268190495327,0.11643448109373608,1.0552553536482387,False
90,0.5162591794170742,0.5162591794170742,0.4797687067280463,0.03825537471208853,0.4346626237641376,0.1258512212139972,2.0134664945952063,False
91,0.5146284125231494,0.5146284125231494,0.52486502186362,0.030180127719545875,0.3078806654685791,0.14123908020903087,1.6060830789663685,False
92,0.49627284995706045,0.5037271500429396,0.5105365977809048,0.02635152321852991,0.3421236824262729,0.14321340291129356,1.3704281239259528,False
93,0.5940390603548499,0.5940390603548499,0.5231127685853667,0.01615056991680349,0.26717497581209027,0.161661778836244,0.8251044329782211,False
94,0.488812474075632,0.511187525924368,0.46703067088901673,0.024641940927037156,0.3885664551333789,0.18988707688350487,1.2629034331922149,False
95,0.4932362374467638,0.5067637625532362,0.4821893423227908,0.015698811362784684,0.20936523807299173,0.17191811668758208,0.8146259568305465,False
96,0.5521590690011743,0.5521590690011743,0.5250908242522091,0.030651917799998804,0.4922287551319417,0.11832151176550336,1.5689960972889623,False
97,0.5200017526333315,0.5200017526333315,0.4951965349949477,0.0421597802182819,0.5942015922067048,0.10119614393279015,2.1782183585743202,True
98,0.5083645009960799,0.5083645009960799,0.4955201284710951,0.017478473729329418,0.29489458530104584,0.12758009390758526,0.8918254501491735,False
99,0.5152130910025647,0.5152130910025647,0.5165347063575756,0.03197033123506595,0.4050445446970058,0.16296085760995824,1.6660802971619992,False
100,0.4764505669768828,0.5235494330231172,0.5054369291019382,0.01752863626796845,0.25680856446687306,0.09235817473802391,0.9030100838138676,False
101,0.5490068995332152,0.5490068995332152,0.5122233017216334,0.014797847597935353,0.2683540146724217,0.1689312985603253,0.7517504667595085,False
102,0.4919455982613878,0.5080544017386122,0.4843572535420332,0.01568212673049493,0.30048298560319214,0.2078563419274221,0.7941906825824083,False
103,0.4980976917819023,0.5019023082180978,0.48507500202887943,0.04898095824425175,0.7192658566046751,0.0454230200210222,2.522891216559127,False
104,0.4794904510693984,0.5205095489306015,0.5038234956631329,0.03291432853307684,0.4977877944643738,0.09264409053781046,1.6917481980796087,False
105,0.48450122976438764,0.5154987702356124,0.48499934027801744,0.026648496915532848,0.3772261897337707,0.16197181807345787,1.376358324150256,False
106,0.48773226773226774,0.5122677322677323,0.4864795308739703,0.04314147848330893,0.449584741372818,0.05677253802536988,2.2905928242150324,False
107,0.5295873716926348,0.5295873716926348,0.5089442645955762,0.040619696759539234,0.5844892481939642,0.05856106348120146,2.095365048466403,False
108,0.5142673700568438,0.5142673700568438,0.5092780223158418,0.030252546564862214,0.44332533546049624,0.1671034184948089,1.5584724879419225,False
109,0.5047370173685963,0.5047370173685963,0.5038591288833255,0.01701770056559749,0.37734082482417347,0.10384372186513176,0.8554286175771724,False
110,0.4631285673390937,0.5368714326609063,0.5010006136291069,0.024584805015649417,0.4064396377317309,0.14387048000393207,1.2560466507998151,False
111,0.4617040269671849,0.5382959730328152,0.4890504870171754,0.04033715643634208,0.570729568950728,0.033382383601129086,2.083433234330787,False
112,0.5203867477551688,0.5203867477551688,0.4957385283043564,0.03641661843294788,0.4667541083161327,0.07151713155927603,1.8959191794336223,False
113,0.5258923532607743,0.5258923532607743,0.5123582733719527,0.026722996207739987,0.415711661125233,0.10327288284931248,1.3708238388224536,False
114,0.5437381332118174,0.5437381332118174,0.533526475835473,0.03291075975067191,0.45075084275207233,0.30289799015869473,1.7041412689755733,False
115,0.507402071612598,0.507402071612598,0.5146886760293833,0.033218461948911655,0.3831742641979916,0.07213308833755429,1.745837795505902,False
116,0.5217913081070976,0.5217913081070976,0.5136051079071405,0.0188516364871857,0.38284899138263256,0.21210259140644902,0.9517427422542645,False
117,0.4143703080545186,0.5856296919454814,0.48960929195047115,0.031426151988016834,0.4007181809012159,0.07928352719798469,1.6368223915699862,False
118,0.46236103078208335,0.5376389692179167,0.5010381461921667,0.03498842832944837,0.4987703471923486,0.07977425386432974,1.8061444660073391,False
119,0.459087345403135,0.540912654596865,0.4657967525983157,0.033271762689428934,0.5517012695780475,0.11537830001654592,1.6995397189042611,False
120,0.5065939908045171,0.5065939908045171,0.5157064416918116,0.031680460791960754,0.38791662358095313,0.10744044833251183,1.6558962172992628,False
121,0.5642666105824001,0.5642666105824001,0.5357552226207856,0.0350525652481502,0.569760702961308,0.13431673715867543,1.7928202224231873,False
122,0.5159559738507108,0.5159559738507108,0.5027558424208005,0.040319287221856306,0.5021357445777112,0.0900290367510168,2.104291086644126,False
123,0.47370722844407054,0.5262927715559295,0.5075346020604401,0.06298425727084679,0.7202445070862854,0.023152634952464893,3.3129572898388613,False
124,0.5542685384790649,0.5542685384790649,0.5220026222054934,0.027827538235417643,0.5549889556442024,0.13741749214028073,1.4062312641319192,False
125,0.5378048851733062,0.5378048851733062,0.5076840056045867,0.015500620315685533,0.2786763954600672,0.22841611491268554,0.787851905217434,False
126,0.43819373608847295,0.5618062639115271,0.46022409677411286,0.03407023231289705,0.453843363026417,0.11707787945666571,1.7681035032263615,False
127,0.5266406108511371,0.5266406108511371,0.49739338518359094,0.03671385620777972,0.4109135994944625,0.11689389827134324,1.9351661984357453,False
128,0.5312876597087123,0.5312876597087123,0.5085617237114007,0.0350895114890559,0.4242436722633811,0.07062944533681595,1.836167324425821,False
