cell,pc,orientation,shape_pearson,raw_shape_pearson,start_shape_pearson,end_shape_pearson,window_mean_rate_score_pearson,window_mean_rate_tuning_pearson,peak_m,half_range_width_m,target_width_m,source_energy,dominant_unit,source_fraction_of_place_energy,source_time_centroid_s,unique_shape_selected
1,39,-1,0.14480125954443504,-0.14480125954443504,-0.02893326209816398,-0.2442441307889127,-0.00046097448516049073,0.13556592879083934,0.5125,0.9500000000000001,0.17500000000000002,0.0005139132345329729,99,0.007139014233400018,0.41665478474009926,False
1,40,1,0.09403737101410328,0.09403737101410328,0.09779918428636826,0.2114841167462407,0.012814167915110515,0.05213943725989019,0.5625,0.9750000000000001,0.17500000000000002,0.0021471310776536583,32,0.025748530165055905,0.5300897633395728,False
1,41,-1,0.27339098295716785,-0.27339098295716785,-0.17625361610012794,0.5432295351448645,0.036910557623863284,0.23395092901290904,0.5625,0.9750000000000001,0.17500000000000002,0.009573117907770901,99,0.09555976643342634,0.7246790710609484,False
1,42,-1,0.24020514112805244,-0.24020514112805244,-0.2685249119432894,0.26011323993134566,0.013602610013961892,0.22018812489443668,0.5875,0.875,0.17500000000000002,0.0030194767987483653,99,0.034977148316892866,0.5406407840855854,False
1,43,1,0.3358636932158635,0.3358636932158635,-0.31411282563376386,0.651013872285233,0.04156118373209522,0.28588530244566157,0.5625,0.9,0.17500000000000002,0.01651862388635487,3,0.11677405892894296,0.699024097606591,False
1,44,-1,0.14364698150552443,-0.14364698150552443,-0.24280888233947096,0.4530219462541452,0.013663570178398553,0.13225423727653376,0.5625,0.9500000000000001,0.17500000000000002,0.004167049137745683,3,0.03965545358672435,0.6364688634080325,False
1,45,1,0.12914163991008473,0.12914163991008473,0.04679533691075868,0.05591512739065251,0.013785226985307557,0.06257851869186258,0.5875,0.875,0.17500000000000002,0.0025026449478718553,100,0.03300602065343113,0.5656177471032164,False
1,46,1,0.02393383881610879,0.02393383881610879,0.10144222451834636,-0.39181372082664484,-0.0027592241210689255,-0.01773553310808289,0.2375,0.9750000000000001,0.17500000000000002,0.0018928856279695387,100,0.022159443730643776,0.6998188789299812,False
1,47,1,0.009290889458033434,0.009290889458033434,-0.2389549143805121,-0.03604417901576226,-0.0010008119659593656,-0.03957920980048534,0.8875,0.9,0.17500000000000002,0.001673875054097526,99,0.020709970176242595,0.5969306870982101,False
1,48,1,0.07746114998223828,0.07746114998223828,0.024162052341118,-0.09809969869829534,0.0004314139234317968,0.06793136562289934,0.4875,0.9500000000000001,0.17500000000000002,0.003035681029110384,3,0.030738400331853127,0.5889507235092729,False
1,49,1,0.09978120610937938,0.09978120610937938,0.0890140472390194,-0.20996393114001455,0.001832660263543907,0.05541611492504781,0.8875,0.8500000000000001,0.17500000000000002,0.001578969411724493,99,0.02776529129704207,0.508260829088454,False
1,50,-1,0.030878012461623902,-0.030878012461623902,0.17340600614697227,-0.08149066567531493,0.008479928117066576,-0.03521844257809572,0.8375,0.9500000000000001,0.17500000000000002,0.0033872323695753035,100,0.037706240255367944,0.5339920803444194,False
1,51,1,0.2531709027319876,0.2531709027319876,0.5933207369323287,-0.44614232070238263,0.032400965350824366,0.17826854657604363,0.2125,0.9750000000000001,0.17500000000000002,0.02063652559399763,3,0.16046777749348373,0.2394890362890503,False
1,52,-1,0.23640318366478155,-0.23640318366478155,0.3401825262118264,-0.0005092715190384401,0.022539461193900424,0.16798357897349903,0.5625,0.8250000000000001,0.17500000000000002,0.004650340298319861,82,0.05628900221941505,0.38087102580619003,False
1,53,1,0.03667014022010358,0.03667014022010358,0.15402918392880374,-0.132451048307626,0.004004218693391394,-0.012504923754920778,0.5625,1.0,0.17500000000000002,0.0032406554480142076,78,0.04202662589987187,0.4291298881548747,False
1,54,1,0.21971698328936473,0.21971698328936473,-0.017064071059125056,0.3438232300160726,0.01676606592525948,0.2765661122527408,0.7375,0.775,0.17500000000000002,0.0021241405878545195,99,0.023228738271211385,0.6251699907969507,False
1,55,-1,0.26655489102479013,-0.26655489102479013,-0.19333545379307843,0.4107196736067184,0.015313633749407902,0.26426573351497995,0.2625,0.925,0.17500000000000002,0.00509663807431614,100,0.05655063666167044,0.5921149664611062,False
1,56,-1,0.09925809427888443,-0.09925809427888443,0.01087609409331937,0.14644682664027542,0.004408881202332062,0.16885379418907345,0.6875,0.925,0.17500000000000002,0.0013034206491248988,99,0.018704271119931094,0.47924049968253896,False
1,57,-1,0.15673714173089454,-0.15673714173089454,0.3046889443360176,-0.105125650799398,0.006453752894909528,0.16386178573133725,0.4875,0.925,0.17500000000000002,0.002321162471738186,100,0.033368870287620846,0.4907047377122538,False
1,58,1,0.12267157882048282,0.12267157882048282,-0.25543632235803976,0.375332417166263,0.0030044854117328014,0.11655910612392426,0.5125,0.7000000000000001,0.17500000000000002,0.0042627662898834335,3,0.03286074376107499,0.5092677200943716,False
1,59,1,0.07167002786298457,0.07167002786298457,0.23194724424662155,-0.26217399294954974,0.0006211120077727386,0.08500061006683612,0.7125,1.0,0.17500000000000002,0.002884465455060923,3,0.025463200454505428,0.6054531238055264,False
1,60,1,0.09292515442269172,0.09292515442269172,-0.16764382358181057,0.12704537873103805,0.010792365171454156,0.03441052367192766,0.5375,0.9,0.17500000000000002,0.004291396938126802,3,0.04077449389533033,0.6436588049847882,False
1,61,1,0.19137949796807488,0.19137949796807488,-0.04043575022425624,0.03579308492720075,0.013002496298611457,0.14285075231585875,0.5875,0.875,0.17500000000000002,0.003577121220986524,76,0.04895871424125168,0.5287222287270109,False
1,62,-1,0.2225789974036121,-0.2225789974036121,-0.0018937813572319077,0.11270532819746121,0.011430400343560835,0.20092439812825694,0.5375,0.8,0.17500000000000002,0.002194888305781127,96,0.02916649564242224,0.5168269347496987,False
1,63,1,0.011823828904080042,0.011823828904080042,-0.507219605995283,0.36554661459050836,-0.00173446777347008,-0.023777435755001273,0.5125,0.8500000000000001,0.17500000000000002,0.009243869152661689,3,0.10391221562029765,0.5096620240368545,False
1,64,-1,0.05246570092617772,-0.05246570092617772,-0.21005204575449132,0.3228602934142199,0.0044998182730997685,0.07839064270758613,0.7625,0.9500000000000001,0.17500000000000002,0.00475442077299418,99,0.0799496274393929,0.5255364350498432,False
1,65,-1,0.1776156171855762,-0.1776156171855762,0.37855118026578377,-0.07143491370295373,0.01366123629267978,0.1930614441811567,0.6375,1.0,0.17500000000000002,0.00242818674993672,95,0.033653989934261455,0.545240845497238,False
1,66,1,0.07460556390854782,0.07460556390854782,0.26513732773220483,-0.0553475820415728,0.006419287449141414,0.047699985638480706,0.6875,1.0,0.17500000000000002,0.002038784804873956,100,0.026150989266651593,0.5708418595712357,False
1,67,1,0.16253745715806603,0.16253745715806603,-0.2542912044535753,0.039282418239393005,0.006463649181501726,0.09350290315885174,0.5625,0.75,0.17500000000000002,0.0037741882980944492,32,0.051588690801613164,0.5638611644832981,False
1,68,-1,0.016001822842516628,-0.016001822842516628,0.18278542046472193,-0.1555259632114047,0.0014969086452377278,0.05040374461909485,0.5125,0.875,0.17500000000000002,0.0022724039793787787,3,0.023336344085325752,0.34179483752208817,False
1,69,1,0.008357691891543085,0.008357691891543085,-0.059411474887173576,0.010008581435826546,-0.00357725196922695,0.04746252928956881,0.0125,0.875,0.17500000000000002,0.0019298692320983,32,0.03004632626308515,0.4488038290261423,False
1,70,1,0.18054843837938572,0.18054843837938572,-0.4870763887645697,0.4995067909105373,0.007754383676359937,0.16103413349215112,0.5625,0.9,0.17500000000000002,0.00937724534319192,2,0.07826978683477345,0.5754803954354811,False
1,71,-1,0.06283254699571786,-0.06283254699571786,0.2611122364086398,-0.24466995718638943,0.007169836693076322,0.026540359260915074,0.5875,0.7000000000000001,0.17500000000000002,0.0034747755827934275,32,0.06530149239132303,0.3273319289841563,False
1,72,1,0.026072900743631163,0.026072900743631163,-0.18675897335206396,0.1539506890048968,0.00020351900368945314,0.06465200581396968,0.0625,0.9750000000000001,0.17500000000000002,0.0032411829317168803,82,0.044983881645229644,0.4602703690184928,False
1,73,1,0.09167748507470189,0.09167748507470189,-0.03289033624435492,0.2626663174282973,0.019809852612740052,0.03091500220212427,0.8125,0.8250000000000001,0.17500000000000002,0.003795885526386689,99,0.05421851849364539,0.7299705694999045,False
1,74,1,0.06291149350152771,0.06291149350152771,0.06839155155868243,0.1908208706199545,0.00715427748117956,0.10470622158829565,0.8875,0.925,0.17500000000000002,0.001912648790964985,3,0.018349740085679307,0.5489365372787752,False
1,75,-1,0.03391413910002004,-0.03391413910002004,0.27771462107073996,-0.2781224617258252,0.0007810632422225847,0.03973829800776148,0.0625,1.0,0.17500000000000002,0.0025518625531375807,100,0.02477627517298921,0.5014988479648753,False
1,76,1,0.20486968997166116,0.20486968997166116,-0.16676767556316918,0.09150170464399908,0.005554741137443604,0.16573374373299418,0.2125,0.9500000000000001,0.17500000000000002,0.0024444523007163426,99,0.03279002749667873,0.597816900891983,False
1,77,-1,0.03037232798642167,-0.03037232798642167,-0.052799844455666455,-0.11122937111984299,-0.0009123252963970925,0.05188583114008622,0.1375,0.9,0.17500000000000002,0.0020420818122367608,99,0.023408933365255152,0.5308581003784135,False
1,78,1,0.05774385637363283,0.05774385637363283,0.4291829447371725,-0.41997961916209847,0.0016896984404926967,0.027409984848117654,0.5375,0.7000000000000001,0.17500000000000002,0.005576623880501881,78,0.10696722329052513,0.5090868725389689,False
1,79,1,0.2628075835718166,0.2628075835718166,-0.2599310354048747,0.5008773446453527,0.028665216074297676,0.22305162623252342,0.8625,0.925,0.17500000000000002,0.010382351545973703,31,0.16088673422428734,0.7441745773268322,False
1,80,1,0.18733865840604316,0.18733865840604316,-0.10111046095652193,0.23396395531642136,0.013626163081155175,0.1335126251512439,0.5625,0.875,0.17500000000000002,0.0031088155093374286,96,0.04279485646203769,0.5366843986904485,False
1,81,1,0.11459274710567156,0.11459274710567156,-0.16890983730467082,0.14135457015512212,0.011485219351850592,0.04577551431688262,0.2375,0.9,0.17500000000000002,0.001737565314504496,32,0.02427715287186484,0.6973985856427539,False
1,82,1,0.08729793232380834,0.08729793232380834,-0.17215991821034538,0.3119474619151972,0.017370099149519213,0.04146142571389693,0.8125,0.9500000000000001,0.17500000000000002,0.005420594500930224,43,0.10131500370905726,0.7173589112630833,False
1,83,1,0.18813950816907107,0.18813950816907107,0.2550049350893228,0.18651931229199664,0.019975690633266555,0.13161223492156007,0.3625,0.9500000000000001,0.17500000000000002,0.004889607564175411,99,0.08917515096005578,0.4310526330072357,False
1,84,1,0.10711110148353976,0.10711110148353976,0.27120731495610495,-0.2173640388526094,0.005481553162848966,0.09124556955326991,0.2875,1.0,0.17500000000000002,0.004683505200406363,95,0.07508746003114637,0.4334886136377124,False
1,85,1,0.02622559572471092,0.02622559572471092,0.11009690788718123,-0.2748711934150753,-0.0030008373876310277,-0.005229731329716031,0.4875,0.8500000000000001,0.17500000000000002,0.0016761259903579153,78,0.03513129676203304,0.4726030850788618,False
1,86,1,0.09358502283895735,0.09358502283895735,0.28601256431604954,-0.19811828268165588,0.01132646930910866,0.024887010098954936,0.5375,0.9750000000000001,0.17500000000000002,0.003486873947195654,3,0.047527104065460644,0.2514913111270039,False
1,87,-1,0.20840475488676147,-0.20840475488676147,0.13967985978321873,-0.0033976921765108766,0.00835779250691399,0.15340353674208584,0.2375,1.0,0.17500000000000002,0.0020057603340294145,99,0.04753105957444967,0.42068342610423587,False
1,88,-1,0.012497212834990222,-0.012497212834990222,-0.30890027561993144,0.11001353948066374,-0.002725793865537473,-0.0005524741473102466,0.6625,0.9500000000000001,0.17500000000000002,0.002718143858105194,99,0.05218019552589513,0.39144943593736775,False
1,89,1,0.11146034053155408,0.11146034053155408,0.07132828706758987,0.11504948306629156,0.011746328906625322,0.04229333318069323,0.5625,0.775,0.17500000000000002,0.0024444946657193696,99,0.05428969481083867,0.43814107929407414,False
1,90,-1,0.12842368519503689,-0.12842368519503689,0.13165409238923073,0.061698865428592195,0.01780005362042562,0.07964924705215935,0.5875,0.9,0.17500000000000002,0.004814485625515408,3,0.05470282201679692,0.5712959847689351,False
1,91,1,0.15434004618324715,0.15434004618324715,0.2718268315461496,0.05690956431600723,0.016310251361049546,0.08060530410512526,0.8625,0.8500000000000001,0.17500000000000002,0.004262613479699736,3,0.04348478200492645,0.3808722103561245,False
1,92,1,0.06431937438562668,0.06431937438562668,-0.05595139641596725,0.3349333901453699,0.013655003790085515,0.03726302066696715,0.5875,0.8500000000000001,0.17500000000000002,0.0037738913120216313,99,0.048996696776809255,0.7789601103191364,False
1,93,-1,0.05701248185980295,-0.05701248185980295,-0.21414194793009106,0.23816582471788392,0.0075034101342291125,0.01928131804031971,0.8625,0.75,0.17500000000000002,0.0026109298619695813,32,0.04319198185031297,0.6089433625794244,False
1,94,-1,0.20652092524166918,-0.20652092524166918,0.20631429274077903,-0.191072006299166,0.01950933997045854,0.1169545329682487,0.5625,1.0,0.17500000000000002,0.0046791861313710895,99,0.07378374834026286,0.35227398768705825,False
1,95,-1,0.041965915367997285,-0.041965915367997285,0.06473160950348264,0.16765198188833944,0.005723978864016817,0.010757594010408225,0.9125,0.8500000000000001,0.17500000000000002,0.002698910083723557,3,0.035993677429356,0.6751142869145182,False
1,96,-1,0.325243967461254,-0.325243967461254,-0.041446727169812826,0.31858188938571286,0.0216157986430656,0.23660599414028022,0.8125,0.775,0.17500000000000002,0.0036267812526078005,32,0.05824125044166312,0.6348576938907532,False
1,97,-1,0.37816561353450867,-0.37816561353450867,0.37801034689950674,0.07392913976679721,0.029999703415653476,0.2879117733808127,0.2875,0.8250000000000001,0.17500000000000002,0.004266407187144054,32,0.06013090985004278,0.5127821488080585,False
1,98,-1,0.1795199087221859,-0.1795199087221859,0.16504267136549386,0.12594301940748473,0.01661577640407708,0.13705636359416873,0.9125,0.925,0.17500000000000002,0.002229905319749109,82,0.03762267888554584,0.47484921598754004,False
1,99,1,0.3359920017908004,0.3359920017908004,0.35202881549307596,0.030775888670181988,0.025091986492444755,0.22781405181053296,0.2375,0.775,0.17500000000000002,0.005209912596140782,99,0.06600640637405912,0.504479716985502,False
1,100,1,0.18787658937926546,0.18787658937926546,0.05328265533768994,0.10769109365186139,0.007844596211133703,0.15311766323922027,0.5875,0.8250000000000001,0.17500000000000002,0.0016189128513562933,100,0.02371837027125254,0.47749451517341845,False
1,101,-1,0.130054267053679,-0.130054267053679,-0.06618165653924189,0.1623380896429127,0.00850355150944677,0.13957242033308154,0.3125,0.9500000000000001,0.17500000000000002,0.0024998196106170096,76,0.04533339217248879,0.47036444843446495,False
1,102,-1,0.2420365210929334,-0.2420365210929334,0.089390150399266,0.23565739921542592,0.02146433122704939,0.19389525820713274,0.1875,0.9,0.17500000000000002,0.00325962949584292,82,0.06245729419890975,0.6546105909870096,False
1,103,-1,0.06888966784462319,-0.06888966784462319,0.4057632109647779,0.04312727259269695,0.0071310466952519145,0.027027822795752277,0.8625,0.9500000000000001,0.17500000000000002,0.0022248630469774997,78,0.03267122740499184,0.33265619682274195,False
1,104,1,0.15550477844677324,0.15550477844677324,0.0306626686013328,0.06999112773057138,0.008967058537630202,0.1394909952995043,0.5375,0.625,0.17500000000000002,0.003049318032609609,99,0.046117097498974434,0.5059858184666419,False
1,105,-1,0.14007427330304012,-0.14007427330304012,0.2429002484092001,-0.0709032345582906,0.015579957379759446,0.06325404912846538,0.8125,0.9,0.17500000000000002,0.0043163054943337895,43,0.061100011776102005,0.41960978899488993,False
1,106,-1,0.06071121588223268,-0.06071121588223268,0.14209561652463434,-0.12822362680077296,0.0024664862019329993,0.03125702385745075,0.5375,0.8,0.17500000000000002,0.0024492512276643326,99,0.02552406682521439,0.44292751922851814,False
1,107,1,0.04523989724751061,0.04523989724751061,0.35369695618812513,0.047654924460199845,0.011209809871096139,0.01696048846274635,0.5875,0.9500000000000001,0.17500000000000002,0.00237873264052253,83,0.03422831196756645,0.45169997766458164,False
1,108,1,0.15977496997429563,0.15977496997429563,0.25324331281892565,0.21703783705037819,0.022556934070786353,0.120542747964755,0.1875,0.9750000000000001,0.17500000000000002,0.005055303949161863,82,0.07408117906080684,0.5556454230326181,False
1,109,1,0.04023188855924173,0.04023188855924173,-0.23370900541976683,0.04440971239105013,-0.00164116294821401,0.025123424647012046,0.5625,0.675,0.17500000000000002,0.0017671813643180012,100,0.039184475661400875,0.4834878940447609,False
1,110,1,0.07614150618180192,0.07614150618180192,0.4677466824483288,-0.003064723160665752,0.013683517925227404,0.06874238244423254,0.5875,0.9500000000000001,0.17500000000000002,0.0035370276984045585,83,0.05847466577308839,0.2691363749639954,False
1,111,1,0.086366942250322,0.086366942250322,-0.2541880226713884,0.19949251530076584,0.0017833286786203188,0.07269754492444842,0.6625,1.0,0.17500000000000002,0.0013465504295367245,99,0.019052313403220257,0.3862942539753604,False
1,112,-1,0.2576105749471891,-0.2576105749471891,0.045059039441198386,0.09392572987716327,0.011919347412950893,0.18027765327552236,0.5125,1.0,0.17500000000000002,0.0026044120914130897,99,0.03338091497027743,0.45720254262028065,False
1,113,1,0.1011765423752721,0.1011765423752721,0.16039138807931932,-0.16918011776582478,0.0016441801434733813,0.040582974745441806,0.5625,0.9500000000000001,0.17500000000000002,0.0027597608567445533,99,0.042931741678479275,0.5754113446808768,False
1,114,-1,0.20603931551916244,-0.20603931551916244,-0.07877574999146073,0.4694466470120314,0.02061086828977962,0.2243604077225133,0.3375,0.925,0.17500000000000002,0.009968602983074188,72,0.13653152433194057,0.688410217702137,False
1,115,1,0.003586522938875334,0.003586522938875334,0.21189026571640213,-0.08767617980809686,0.0077366412980548254,0.002577935568027734,0.3875,0.9750000000000001,0.17500000000000002,0.0023961502501985304,99,0.027639543048071095,0.40030862794310584,False
1,116,1,0.23012457518431148,0.23012457518431148,0.30399771543346843,0.019095113758742416,0.01960384969097277,0.14059417094225024,0.9625,0.8500000000000001,0.17500000000000002,0.0039984809511844546,82,0.08120326318960164,0.2703577536969598,False
1,117,-1,0.013972974463569317,-0.013972974463569317,0.08567393655557173,-0.3246494593729219,-0.0032865924437488,-0.010159434179018339,0.7375,0.9750000000000001,0.17500000000000002,0.0024915761758699333,95,0.0317703507942085,0.6078885186528238,False
1,118,1,0.12135277624013528,0.12135277624013528,0.03061844657569427,0.23920671084745895,0.011128521124434269,0.09601524465345261,0.6125,0.9750000000000001,0.17500000000000002,0.002791175763867321,100,0.0397890322969223,0.5239884391293806,False
1,119,1,0.001829191491819443,0.001829191491819443,-0.0826160154124874,0.2894506178943698,0.0026861513626018187,0.048132010013135225,0.7875,0.9500000000000001,0.17500000000000002,0.0038388394176602503,99,0.06365435460088525,0.6848454600411884,False
1,120,1,0.09978836065108873,0.09978836065108873,0.2311099026403405,-0.022014871326324324,0.01468777085839388,0.03488785654965398,0.6125,0.8500000000000001,0.17500000000000002,0.0034037629108688264,82,0.04167793595317184,0.4090977924960591,False
